,location,country_code,latitude,longitude,confirmed,dead,recovered,updated
0,"Waller County, Texas",us,29.9751629,-96.02557379999999,40,0.0,,2020-05-19 19:45:20.115934+00:00
1,"Monroe County, Alabama",us,31.5119068,-87.460397,20,2.0,,2020-05-19 19:45:20.115934+00:00
2,Capim Grosso,br,-11.3801768,-40.0068953,12,3.0,,2020-05-19 19:47:50.080768+00:00
3,"Dale County, Alabama",us,31.4645298,-85.684578,61,0.0,,2020-05-19 19:45:20.115934+00:00
4,"Chippewa County, Wisconsin",us,45.0673752,-91.2924666,41,0.0,,2020-05-19 19:45:20.115934+00:00
5,trøndelag,no,63.5420125,10.9369267,530,,,2020-05-19 19:46:53.496474+00:00
6,"Etowah County, Alabama",us,34.0455341,-86.05296039999999,206,10.0,,2020-05-19 19:45:20.115934+00:00
7,Juruá,br,-3.5811865,-66.4271499,3,0.0,,2020-05-19 19:47:58.734678+00:00
8,Bunnik,nl,52.043969,5.2198687,9,,,2020-05-19 19:46:55.478208+00:00
9,Casserengue,br,-6.780635299999999,-35.8177357,1,0.0,,2020-05-19 19:47:50.722328+00:00
10,Cordeirópolis,br,-22.4818598,-47.4593897,29,0.0,,2020-05-19 19:47:51.783932+00:00
11,"Delaware County, Indiana",us,40.2583533,-85.39627689999999,296,23.0,,2020-05-19 19:45:20.115934+00:00
12,Lagoa Seca,br,-7.1549934,-35.8537249,10,1.0,,2020-05-19 19:47:58.909473+00:00
13,Ponta Porã,br,-22.523123,-55.7242526,6,0.0,,2020-05-19 19:48:05.517904+00:00
14,Itaguaçu,br,-12.5429456,-55.72153669999999,0,0.0,,2020-05-19 19:47:56.916863+00:00
15,Santa Isabel do Rio Negro,br,-0.2725526,-65.475736,7,1.0,,2020-05-19 19:48:08.902722+00:00
16,Serra do Salitre,br,-19.110579,-46.6793595,1,0.0,,2020-05-19 19:48:10.166389+00:00
17,Santa Luzia do Pará,br,-1.5220326,-46.901112,2,0.0,,2020-05-19 19:48:08.995582+00:00
18,Serra,br,-20.1228954,-40.3054099,1381,82.0,,2020-05-19 19:48:10.173478+00:00
19,Jussara,br,-15.8746808,-50.8640483,1,1.0,,2020-05-19 19:47:58.756124+00:00
20,"Geneva County, Alabama",us,31.0990456,-85.684578,22,0.0,,2020-05-19 19:45:20.115934+00:00
21,"Fayette County, Alabama",us,33.6871392,-87.77633329999999,9,0.0,,2020-05-19 19:45:20.115934+00:00
22,"Greene County, Alabama",us,32.9718107,-87.9334803,87,4.0,,2020-05-19 19:45:20.115934+00:00
23,"Henry County, Alabama",us,31.4469377,-85.1894045,40,1.0,,2020-05-19 19:45:20.115934+00:00
24,"Conecuh County, Alabama",us,31.501571,-86.9824288,19,0.0,,2020-05-19 19:45:20.115934+00:00
25,"Houston County, Alabama",us,31.1318686,-85.31362179999999,137,4.0,,2020-05-19 19:45:20.115934+00:00
26,"Lawrence County, Alabama",us,34.567428,-87.30161319999999,33,0.0,,2020-05-19 19:45:20.115934+00:00
27,"Lee County, Alabama",us,32.5888702,-85.39627689999999,452,31.0,,2020-05-19 19:45:20.115934+00:00
28,"Coosa County, Alabama",us,32.8897772,-86.2196937,34,1.0,,2020-05-19 19:45:20.115934+00:00
29,"Lowndes County, Alabama",us,32.221464,-86.6611083,133,9.0,,2020-05-19 19:45:20.115934+00:00
30,"Montgomery County, Alabama",us,32.2077447,-86.17517590000001,863,20.0,,2020-05-19 19:45:20.115934+00:00
31,"De Soto Parish, Louisiana",us,32.0310567,-93.66232389999999,224,16.0,,2020-05-19 19:45:20.115934+00:00
32,Serra do Ramalho,br,-13.5413338,-43.5774778,3,0.0,,2020-05-19 19:48:10.159021+00:00
33,"Cullman County, Alabama",us,34.2011537,-86.8220341,69,0.0,,2020-05-19 19:45:20.115934+00:00
34,Tenente Ananias,br,-6.4574435,-38.1807707,9,2.0,,2020-05-19 19:48:12.677434+00:00
35,"Elmore County, Alabama",us,32.5647083,-86.0121573,197,6.0,,2020-05-19 19:45:20.115934+00:00
36,"Franklin County, Alabama",us,34.3967457,-87.6186379,344,4.0,,2020-05-19 19:45:20.115934+00:00
37,"Limestone County, Alabama",us,34.78000720000001,-86.9423801,65,0.0,,2020-05-19 19:45:20.115934+00:00
38,"Hale County, Alabama",us,32.7859102,-87.6186379,91,2.0,,2020-05-19 19:45:20.115934+00:00
39,"DeKalb County, Alabama",us,34.5211397,-85.684578,196,2.0,,2020-05-19 19:45:20.115934+00:00
40,"Jackson County, Alabama",us,34.7090388,-86.0121573,64,2.0,,2020-05-19 19:45:20.115934+00:00
41,"Marion County, Alabama",us,34.0441174,-87.77633329999999,103,9.0,,2020-05-19 19:45:20.115934+00:00
42,"Mobile County, Alabama",us,30.6082227,-88.24611829999999,1735,101.0,,2020-05-19 19:45:20.115934+00:00
43,"White County, Illinois",us,38.0501137,-88.24611829999999,2,0.0,,2020-05-19 19:45:20.115934+00:00
44,"Marion County, Tennessee",us,35.0928512,-85.64348700000001,33,1.0,,2020-05-19 19:45:20.115934+00:00
45,"Bristol, City of",gb,51.454513,-2.58791,681,,,2020-05-14 15:01:09+00:00
46,Bromley,gb,51.406025,0.013156,1213,,,2020-05-14 15:01:09+00:00
47,Tiaret,dz,35.3673553,1.3220322,148,148.0,9.0,2020-05-19 19:46:52.648727+00:00
48,Winterswijk,nl,51.977038,6.7454136,6,,,2020-05-19 19:46:57.723628+00:00
49,Itaguaí,br,-22.8632126,-43.7779144,148,23.0,,2020-05-19 19:47:56.924464+00:00
50,"Burnett County, Wisconsin",us,45.8051186,-92.2888131,2,1.0,,2020-05-19 19:45:20.115934+00:00
51,Ponta de Pedras,br,-7.633229800000001,-34.8134283,61,4.0,,2020-05-19 19:48:05.525090+00:00
52,"Ashley County, Arkansas",us,33.1565939,-91.7538817,18,0.0,,2020-05-19 19:45:20.115934+00:00
53,"West Feliciana Parish, Louisiana",us,30.8423123,-91.4048249,188,8.0,,2020-05-19 19:45:20.115934+00:00
54,Pontal,br,40.727549,-74.16561999999999,7,1.0,,2020-05-19 19:48:05.546821+00:00
55,"Navajo County, Arizona",us,35.4019765,-110.1402594,1285,48.0,,2020-05-19 19:45:20.115934+00:00
56,"Alfalfa County, Oklahoma",us,36.7435919,-98.3964938,1,0.0,,2020-05-19 19:45:20.115934+00:00
57,Piranguinho,br,-22.4029088,-45.5339578,1,0.0,,2020-05-19 19:48:05.185969+00:00
58,Serrano do Maranhão,br,-1.8526475,-45.1211331,2,0.0,,2020-05-19 19:48:10.188535+00:00
59,Piraúba,br,-21.2714221,-43.0389191,1,0.0,,2020-05-19 19:48:05.290024+00:00
60,Antonina do Norte,br,-6.776465699999999,-39.9890185,2,0.0,,2020-05-19 19:47:42.919600+00:00
61,"Kenai Peninsula Borough, Alaska",us,60.0858486,-151.382264,26,2.0,,2020-05-19 19:45:20.115934+00:00
62,Potim,br,-22.8401139,-45.2554893,1,0.0,,2020-05-19 19:48:05.865774+00:00
63,São Sebastião do Passé,br,-12.5127094,-38.4908644,13,1.0,,2020-05-19 19:48:12.002630+00:00
64,Santa Maria da Serra,br,-22.5696545,-48.1567345,7,0.0,,2020-05-19 19:48:09.082174+00:00
65,Serrana,br,-21.2076994,-47.60484140000001,25,4.0,,2020-05-19 19:48:10.181052+00:00
66,Djelfa,dz,34.6751691,3.2684215,120,120.0,7.0,2020-05-19 19:46:52.669932+00:00
67,Loire-Atlantique,fr,47.27804680000001,-1.8157647,802,142.0,522.0,2020-05-19 19:47:00.215115+00:00
68,"Yukon-Koyukuk Census Area, Alaska",us,65.8443666,-153.4302993,1,0.0,,2020-05-19 19:45:20.115934+00:00
69,"Yavapai County, Arizona",us,34.6463981,-112.4291464,267,5.0,,2020-05-19 19:45:20.115934+00:00
70,"Arkansas County, Arkansas",us,34.2354138,-91.28910359999999,2,0.0,,2020-05-19 19:45:20.115934+00:00
71,São Romão,br,-16.3647886,-45.0746603,3,1.0,,2020-05-19 19:48:11.928817+00:00
72,Carmo,br,-21.9314728,-42.6076037,12,0.0,,2020-05-19 19:47:50.505828+00:00
73,Ilhabela,br,-23.8158392,-45.3664809,30,0.0,,2020-05-19 19:47:56.259232+00:00
74,Buckinghamshire,gb,51.8072204,-0.8127664,906,,,2020-05-14 15:01:09+00:00
75,Manicoré,br,-6.511245499999999,-60.9540073,30,2.0,,2020-05-19 19:47:59.813404+00:00
76,Cheshire West and Chester,gb,53.2302974,-2.7151117,957,,,2020-05-14 15:01:09+00:00
77,Hartlepool,gb,54.691745,-1.212926,281,,,2020-05-14 15:01:09+00:00
78,Havering,gb,51.577924,0.2120829,681,,,2020-05-14 15:01:09+00:00
79,North Lincolnshire,gb,53.60555919999999,-0.5596582,453,,,2020-05-14 15:01:09+00:00
80,Shijingshan district,cn,39.906611,116.222981,14,0.0,9.0,2020-05-19 19:48:18.919922+00:00
81,Marcelino Ramos,br,-27.4653827,-51.9080083,3,0.0,,2020-05-19 19:48:00.058432+00:00
82,"Clay County, Alabama",us,33.279527,-85.84862360000001,27,2.0,,2020-05-19 19:45:20.115934+00:00
83,"Bethel Census Area, Alaska",us,61.09344600000001,-160.8640773,2,0.0,,2020-05-19 19:45:20.115934+00:00
84,"Fairbanks North Star Borough, Alaska",us,64.9526102,-146.4744154,85,2.0,,2020-05-19 19:45:20.115934+00:00
85,Morada Nova,br,-5.0977503,-38.37050139999999,119,0.0,,2020-05-19 19:48:01.171459+00:00
86,"City and Borough of Juneau, Alaska",us,58.5541934,-134.4769931,30,0.0,,2020-05-19 19:45:20.115934+00:00
87,"Kodiak Island Borough, Alaska",us,57.53693430000001,-153.2659352,1,0.0,,2020-05-19 19:45:20.115934+00:00
88,"Petersburg Census Area, Alaska",us,56.8124267,-132.9554472,4,1.0,,2020-05-19 19:45:20.115934+00:00
89,"Sitka City and Borough, Alaska",us,57.0530556,-135.33,1,0.0,,2020-05-19 19:45:20.115934+00:00
90,"Southeast Fairbanks Census Area, Alaska",us,63.9603869,-143.6296999,3,0.0,,2020-05-19 19:45:20.115934+00:00
91,"Apache County, Arizona",us,35.5313224,-109.3783206,988,20.0,,2020-05-19 19:45:20.115934+00:00
92,"Cochise County, Arizona",us,31.82845799999999,-109.949686,46,1.0,,2020-05-19 19:45:20.115934+00:00
93,"Coconino County, Arizona",us,35.6647545,-111.4752851,901,65.0,,2020-05-19 19:45:20.115934+00:00
94,"Gila County, Arizona",us,33.6370567,-110.5215459,22,1.0,,2020-05-19 19:45:20.115934+00:00
95,"Graham County, Arizona",us,33.076805,-109.7591675,20,0.0,,2020-05-19 19:45:20.115934+00:00
96,"Pima County, Arizona",us,32.057499,-111.6660725,1825,157.0,,2020-05-19 19:45:20.115934+00:00
97,"Pinal County, Arizona",us,32.8162061,-111.2845025,702,31.0,,2020-05-19 19:45:20.115934+00:00
98,"Santa Cruz County, Arizona",us,31.5986127,-110.8076084,78,0.0,,2020-05-19 19:45:20.115934+00:00
99,"Yuma County, Arizona",us,32.6527533,-113.9536466,443,5.0,0.0,2020-05-18 19:46:28.987306+00:00
100,"Boone County, Arkansas",us,36.3118662,-93.0175712,4,0.0,,2020-05-19 19:45:20.115934+00:00
101,"Johnson County, Arkansas",us,35.6026275,-93.5003454,35,0.0,,2020-05-19 19:45:20.115934+00:00
102,"Independence County, Arkansas",us,35.8174139,-91.5983959,26,0.0,,2020-05-19 19:45:20.115934+00:00
103,"Lafayette County, Arkansas",us,33.2511695,-93.62178019999999,9,1.0,,2020-05-19 19:45:20.115934+00:00
104,Gameleira,br,-8.5853481,-35.3871125,9,3.0,,2020-05-19 19:47:54.826158+00:00
105,"Lee County, Arkansas",us,34.7712669,-90.8294002,12,1.0,,2020-05-19 19:45:20.115934+00:00
106,Baoshan district,cn,31.405457,121.489612,22,1.0,21.0,2020-05-19 19:48:18.919922+00:00
107,"Atoka County, Oklahoma",us,34.4509901,-95.9832577,1,0.0,,2020-05-19 19:45:20.115934+00:00
108,"Door County, Wisconsin",us,44.8341302,-87.3770488,33,3.0,,2020-05-19 19:45:20.115934+00:00
109,"Lawrence County, Arkansas",us,35.9969735,-91.13530200000001,73,4.0,,2020-05-19 19:45:20.115934+00:00
110,"Latimer County, Oklahoma",us,34.835035,-95.3102505,6,1.0,,2020-05-19 19:45:20.115934+00:00
111,El Bayadh,dz,33.65813869999999,1.0203224,28,28.0,1.0,2020-05-19 19:46:52.773817+00:00
112,Guaraqueçaba,br,-25.2445091,-48.3190276,1,1.0,,2020-05-19 19:47:55.521261+00:00
113,Jucati,br,-8.7068084,-36.4892171,3,0.0,,2020-05-19 19:47:58.619531+00:00
114,"Monroe County, Arkansas",us,34.5918747,-91.13530200000001,5,0.0,,2020-05-19 19:45:20.115934+00:00
115,Maribondo,br,-9.5773909,-36.3058392,3,1.0,,2020-05-19 19:48:00.155353+00:00
116,"Jefferson County, Arkansas",us,34.227351,-91.9099238,491,19.0,,2020-05-19 19:45:20.115934+00:00
117,"Newton County, Arkansas",us,35.9603994,-93.17796589999999,3,0.0,,2020-05-19 19:45:20.115934+00:00
118,"Ouachita County, Arkansas",us,33.5828512,-92.9375739,10,0.0,,2020-05-19 19:45:20.115934+00:00
119,"Perry County, Arkansas",us,34.96032,-92.8976254,12,0.0,,2020-05-19 19:45:20.115934+00:00
120,"Phillips County, Arkansas",us,34.4611206,-90.86751339999999,5,1.0,,2020-05-19 19:45:20.115934+00:00
121,"Pike County, Arkansas",us,34.1876975,-93.66232389999999,3,0.0,,2020-05-19 19:45:20.115934+00:00
122,"Poinsett County, Arkansas",us,35.6078586,-90.6393702,27,2.0,,2020-05-19 19:45:20.115934+00:00
123,"Polk County, Arkansas",us,34.5268097,-94.15137639999999,8,0.0,,2020-05-19 19:45:20.115934+00:00
124,"Pope County, Arkansas",us,35.440627,-93.0175712,76,0.0,,2020-05-19 19:45:20.115934+00:00
125,"Jasper County, Missouri",us,37.17455650000001,-94.35651299999999,29,0.0,,2020-05-19 19:45:20.115934+00:00
126,"Furnas County, Nebraska",us,40.12139699999999,-99.99122539999999,6,0.0,,2020-05-19 19:45:20.115934+00:00
127,Ponte Nova,br,-20.4171273,-42.9027576,2,0.0,,2020-05-19 19:48:05.568780+00:00
128,"Jackson County, Arkansas",us,35.6479574,-91.13530200000001,1,0.0,,2020-05-19 19:45:20.115934+00:00
129,Presidente Epitácio,br,-21.7668273,-52.1096821,4,1.0,,2020-05-19 19:48:06.141614+00:00
130,"Meigs County, Ohio",us,39.0874307,-81.9971108,3,0.0,,2020-05-19 19:45:20.115934+00:00
131,Santa Maria de Itabira,br,-19.4517591,-43.1141927,2,0.0,,2020-05-19 19:48:09.101022+00:00
132,São Gabriel da Cachoeira,br,-0.1155659,-67.0883053,366,12.0,,2020-05-19 19:48:10.929358+00:00
133,São Sebastião do Uatumã,br,-2.5616153,-57.87328789999999,18,0.0,,2020-05-19 19:48:12.018521+00:00
134,"Desha County, Arkansas",us,33.8773585,-91.44346900000001,18,0.0,,2020-05-19 19:45:20.115934+00:00
135,"Drew County, Arkansas",us,33.5156463,-91.7538817,19,1.0,,2020-05-19 19:45:20.115934+00:00
136,"Faulkner County, Arkansas",us,35.1035858,-92.38136209999999,94,3.0,,2020-05-19 19:45:20.115934+00:00
137,"Fulton County, Arkansas",us,36.3797374,-91.7928402,4,0.0,,2020-05-19 19:45:20.115934+00:00
138,"Garland County, Arkansas",us,34.5559285,-93.17796589999999,130,1.0,,2020-05-19 19:45:20.115934+00:00
139,"Grant County, Arkansas",us,34.2628015,-92.4208713,16,0.0,,2020-05-19 19:45:20.115934+00:00
140,"Greene County, Arkansas",us,36.1314931,-90.563609,24,0.0,,2020-05-19 19:45:20.115934+00:00
141,"Hempstead County, Arkansas",us,33.6530112,-93.66232389999999,9,1.0,,2020-05-19 19:45:20.115934+00:00
142,"Hot Spring County, Arkansas",us,34.3393795,-92.97755579999999,29,0.0,,2020-05-19 19:45:20.115934+00:00
143,"Howard County, Arkansas",us,34.1318213,-94.028678,14,0.0,,2020-05-19 19:45:20.115934+00:00
144,"Izard County, Arkansas",us,36.1610924,-91.9099238,13,0.0,,2020-05-19 19:45:20.115934+00:00
145,"Nevada County, Arkansas",us,33.6621386,-93.33889169999999,4,0.0,,2020-05-19 19:45:20.115934+00:00
146,"Coos County, Oregon",us,43.242897,-124.105737,30,0.0,,2020-05-19 19:45:20.115934+00:00
147,Leusden,nl,52.1317932,5.429469200000001,9,,,2020-05-19 19:46:56.414154+00:00
148,Cambuí,br,-22.6118831,-46.05770709999999,27,0.0,,2020-05-19 19:47:49.218935+00:00
149,"Clay County, North Carolina",us,35.0964003,-83.7199136,8,0.0,0.0,2020-05-18 19:46:28.987306+00:00
150,"Lake County, California",us,39.08396440000001,-122.8084496,10,0.0,,2020-05-19 19:45:20.115934+00:00
151,"Butte County, California",us,39.6253952,-121.5370003,24,0.0,,2020-05-19 19:45:20.115934+00:00
152,"Henrico County, Virginia",us,37.5059332,-77.3324425,1272,113.0,,2020-05-19 19:45:20.115934+00:00
153,Nova Iguaçu,br,-22.7561319,-43.4607419,1168,95.0,,2020-05-19 19:48:02.163816+00:00
154,"Riverside County, California",us,33.9532966,-117.3961192,5952,261.0,,2020-05-19 19:45:20.115934+00:00
155,Gard,fr,43.9446996,4.1513764,426,85.0,270.0,2020-05-19 19:47:00.209551+00:00
156,Shiyan,cn,32.629398,110.798266,672,8.0,664.0,2020-05-19 19:48:18.919922+00:00
157,"Sevier County, Arkansas",us,34.0346222,-94.27436279999999,32,1.0,,2020-05-19 19:45:20.115934+00:00
158,"Calaveras County, California",us,38.1960477,-120.6805037,13,0.0,,2020-05-19 19:45:20.115934+00:00
159,"Alpine County, California",us,38.5940736,-119.8815203,2,0.0,,2020-05-19 19:45:20.115934+00:00
160,São Vicente Ferrer,br,-7.5911718,-35.4864456,7,0.0,,2020-05-19 19:48:12.099623+00:00
161,"Amador County, California",us,38.3488921,-120.7740931,10,0.0,,2020-05-19 19:45:20.115934+00:00
162,Careiro,br,-3.8194468,-60.3612359,384,6.0,,2020-05-19 19:47:50.356238+00:00
163,Porto Franco,br,-6.340382099999999,-47.3961372,14,1.0,,2020-05-19 19:48:05.736167+00:00
164,"Los Angeles County, California",us,34.0522265,-118.2436596,38458,1840.0,0.0,2020-05-18 19:46:28.987306+00:00
165,"Imperial County, California",us,33.0113694,-115.4733554,876,15.0,,2020-05-19 19:45:20.115934+00:00
166,"Indian River County, Florida",us,27.6947732,-80.54384499999999,106,9.0,,2020-05-19 19:45:20.115934+00:00
167,"Pepin County, Wisconsin",us,44.6451183,-92.02731899999999,1,0.0,,2020-05-19 19:45:20.115934+00:00
168,"Placer County, California",us,39.0915751,-120.8039474,175,8.0,,2020-05-19 19:45:20.115934+00:00
169,"Gosper County, Nebraska",us,40.4604851,-99.8124935,13,0.0,,2020-05-19 19:45:20.115934+00:00
170,"Kings County, California",us,36.0988489,-119.8815203,412,2.0,,2020-05-19 19:45:20.115934+00:00
171,"Sacramento County, California",us,38.47467,-121.3541631,1245,56.0,,2020-05-19 19:45:20.115934+00:00
172,"Castro County, Texas",us,34.4985047,-102.3463875,27,1.0,,2020-05-19 19:45:20.115934+00:00
173,Ernestina,br,-28.4992647,-52.5694862,2,0.0,,2020-05-19 19:47:53.464239+00:00
174,"Stone County, Arkansas",us,35.8075142,-92.2236667,8,0.0,,2020-05-19 19:45:20.115934+00:00
175,Candiota,br,-31.5450621,-53.7197806,1,0.0,,2020-05-19 19:47:49.859081+00:00
176,"Humboldt County, California",us,40.7450055,-123.8695086,81,1.0,,2020-05-19 19:45:20.115934+00:00
177,Castelo,br,-20.6037746,-41.20353009999999,13,1.0,,2020-05-19 19:47:50.749963+00:00
178,"Unassigned County, Connecticut",us,41.6032207,-73.087749,233,2.0,0.0,2020-05-18 19:46:28.987306+00:00
179,Rhenen,nl,51.96213969999999,5.571115499999999,10,,,2020-05-19 19:46:56.948303+00:00
180,Çanakkale,tr,40.14671999999999,26.408587,24,,,2020-05-11 18:20:31.779435+00:00
181,Stichtse Vecht,nl,52.1681421,4.9995581,32,,,2020-05-19 19:46:57.177702+00:00
182,Ostprignitz-Ruppin,de,52.9645366,12.7526723,80,0.0,,2020-05-18 00:00:00+00:00
183,Américo de Campos,br,-20.2979261,-49.7337479,3,0.0,,2020-05-19 19:47:42.582297+00:00
184,Castanhal,br,-1.2962162,-47.9190546,355,45.0,,2020-05-19 19:47:50.731708+00:00
185,Mallet,br,-25.8728975,-50.8664451,2,0.0,,2020-05-19 19:47:59.690464+00:00
186,Nazaré da Mata,br,-7.7427552,-35.2280402,29,4.0,,2020-05-19 19:48:01.641075+00:00
187,Nova Londrina,br,-22.7643887,-52.9872677,10,0.0,,2020-05-19 19:48:02.197129+00:00
188,Realeza,br,-25.7714923,-53.534619,2,0.0,,2020-05-19 19:48:07.449723+00:00
189,"Napa County, California",us,38.5024689,-122.2653887,93,3.0,,2020-05-18 19:45:24.591927+00:00
190,"Nevada County, California",us,39.1346666,-121.1710389,41,1.0,,2020-05-19 19:45:20.115934+00:00
191,"Plumas County, California",us,39.99268319999999,-120.8039474,4,0.0,,2020-05-19 19:45:20.115934+00:00
192,Caririaçu,br,-7.0417977,-39.2855054,8,1.0,,2020-05-19 19:47:50.403244+00:00
193,Nazareno,br,-21.2205455,-44.61067389999999,1,0.0,,2020-05-19 19:48:01.615885+00:00
194,Catuji,br,-17.3022348,-41.51675040000001,4,0.0,,2020-05-19 19:47:50.887915+00:00
195,"Inyo County, California",us,36.3091865,-117.5495846,20,1.0,,2020-05-18 19:45:24.591927+00:00
196,"Kern County, California",us,35.4937274,-118.8596804,1562,26.0,,2020-05-18 19:45:24.591927+00:00
197,"Marin County, California",us,38.083403,-122.7633036,329,14.0,,2020-05-19 19:45:20.115934+00:00
198,"Monterey County, California",us,36.6002378,-121.8946761,344,8.0,,2020-05-19 19:45:20.115934+00:00
199,"Orange County, California",us,33.7174708,-117.8311428,4466,88.0,,2020-05-18 19:45:24.591927+00:00
200,"Androscoggin County, Maine",us,44.19124160000001,-70.17070369999999,139,2.0,,2020-05-19 19:45:20.115934+00:00
201,"Tehama County, California",us,40.0982197,-122.174605,2,1.0,,2020-05-19 19:45:20.115934+00:00
202,"Tuolumne County, California",us,38.029655,-119.9740534,2,0.0,,2020-05-19 19:45:20.115934+00:00
203,Nazaré do Piauí,br,-6.971285099999999,-42.673967,1,0.0,,2020-05-19 19:48:01.653338+00:00
204,Dongcheng district,cn,39.92835300000001,116.416357,14,0.0,1.0,2020-05-19 19:48:18.919922+00:00
205,"Tucker County, West Virginia",us,39.1083806,-79.6502105,4,0.0,,2020-05-19 19:45:20.115934+00:00
206,"Boulder County, Colorado",us,40.1512114,-105.5005483,857,60.0,,2020-05-19 19:45:20.115934+00:00
207,"San Mateo County, California",us,37.4337342,-122.4014193,1680,68.0,,2020-05-18 19:45:24.591927+00:00
208,"Crawford County, Arkansas",us,35.5762761,-94.315422,11,0.0,,2020-05-19 19:45:20.115934+00:00
209,"Fremont County, Colorado",us,38.5306514,-105.5005483,25,0.0,,2020-05-19 19:45:20.115934+00:00
210,Illizi,dz,26.5094346,8.4732718,4,4.0,0.0,2020-05-19 19:46:52.780694+00:00
211,Tarauacá,br,-8.1608977,-70.7652128,33,1.0,,2020-05-19 19:48:12.559536+00:00
212,Dongguan,cn,23.020673,113.751799,100,1.0,99.0,2020-05-19 19:48:18.919922+00:00
213,Lianyungang,cn,34.596653,119.221611,48,0.0,48.0,2020-05-19 19:48:18.919922+00:00
214,"Washington County, Alabama",us,31.3422346,-88.24611829999999,61,5.0,,2020-05-19 19:45:20.115934+00:00
215,Xinxiang,cn,35.303704,113.926763,57,3.0,54.0,2020-05-19 19:48:18.919922+00:00
216,"Cross County, Arkansas",us,35.2998913,-90.8294002,36,0.0,,2020-05-19 19:45:20.115934+00:00
217,"Santa Cruz County, California",us,37.0453988,-121.9579578,163,2.0,,2020-05-19 19:45:20.115934+00:00
218,"Tulare County, California",us,36.1341739,-118.8596804,1436,67.0,,2020-05-19 19:45:20.115934+00:00
219,"Chaffee County, Colorado",us,38.7536679,-106.2522143,69,17.0,,2020-05-19 19:45:20.115934+00:00
220,"Garfield County, Colorado",us,39.6584775,-107.763621,114,2.0,,2020-05-19 19:45:20.115934+00:00
221,"Ventura County, California",us,34.3704884,-119.1390642,838,25.0,,2020-05-18 19:45:24.591927+00:00
222,"Fountain County, Indiana",us,40.22271970000001,-87.3347575,18,2.0,,2020-05-19 19:45:20.115934+00:00
223,"Lee County, Iowa",us,40.70686630000001,-91.44346900000001,19,0.0,,2020-05-19 19:45:20.115934+00:00
224,"Panola County, Mississippi",us,34.4198016,-89.9253233,50,2.0,,2020-05-19 19:45:20.115934+00:00
225,Shijiazhuang,cn,38.042805,114.514893,29,0.0,29.0,2020-05-19 19:48:18.919922+00:00
226,"Baca County, Colorado",us,37.394731,-102.5298028,12,0.0,,2020-05-19 19:45:20.115934+00:00
227,"Montour County, Pennsylvania",us,41.02623029999999,-76.6874701,50,0.0,,2020-05-19 19:45:20.115934+00:00
228,Jura,fr,46.76247499999999,5.6729159,334,58.0,218.0,2020-05-19 19:47:00.216120+00:00
229,Santa Mariana,br,-23.1490745,-50.51974569999999,1,0.0,,2020-05-19 19:48:09.157116+00:00
230,"Sumter County, Alabama",us,32.6155551,-88.24611829999999,136,4.0,,2020-05-19 19:45:20.115934+00:00
231,"Yolo County, California",us,38.7646021,-121.9017954,184,22.0,,2020-05-19 19:45:20.115934+00:00
232,"Adams County, Colorado",us,39.8398269,-104.1930918,2640,102.0,,2020-05-19 19:45:20.115934+00:00
233,"Santa Clara County, California",us,37.3336581,-121.8907041,2470,135.0,,2020-05-19 19:45:20.115934+00:00
234,"Alamosa County, Colorado",us,37.654039,-105.876004,42,2.0,,2020-05-19 19:45:20.115934+00:00
235,Tabira,br,-7.584690900000001,-37.5381606,7,2.0,,2020-05-19 19:48:12.189213+00:00
236,Hidrolândia,br,-16.9657527,-49.231423,10,1.0,,2020-05-19 19:47:55.756621+00:00
237,"Archuleta County, Colorado",us,37.1604318,-107.0067031,8,0.0,,2020-05-19 19:45:20.115934+00:00
238,"Shasta County, California",us,40.7908864,-121.8474493,34,4.0,,2020-05-19 19:45:20.115934+00:00
239,Barnsley,gb,53.55263,-1.479726,807,,,2020-05-14 15:01:09+00:00
240,Ankang,cn,32.684714,109.029022,26,0.0,26.0,2020-05-19 19:48:18.919922+00:00
241,"Tallapoosa County, Alabama",us,32.9201244,-85.84862360000001,366,57.0,,2020-05-19 19:45:20.115934+00:00
242,"Clear Creek County, Colorado",us,39.6904464,-105.6412527,16,1.0,,2020-05-19 19:45:20.115934+00:00
243,"Columbia County, Arkansas",us,33.1285176,-93.17796589999999,16,2.0,,2020-05-19 19:45:20.115934+00:00
244,"Craighead County, Arkansas",us,35.8260959,-90.6773046,141,0.0,,2020-05-19 19:45:20.115934+00:00
245,"Siskiyou County, California",us,41.7743261,-122.5770126,6,0.0,,2020-05-19 19:45:20.115934+00:00
246,"El Paso County, Colorado",us,38.9108325,-104.4723301,1348,83.0,,2020-05-19 19:45:20.115934+00:00
247,Montanhas,br,-6.4856202,-35.2844749,2,1.0,,2020-05-19 19:48:00.962716+00:00
248,Baicheng,cn,45.619588,122.838826,1,0.0,1.0,2020-05-19 19:48:18.919922+00:00
249,Xiantao,cn,30.360882,113.423482,575,22.0,553.0,2020-05-19 19:48:18.919922+00:00
250,Ouricuri,br,-7.8808775,-40.0810267,10,1.0,,2020-05-19 19:48:03.106292+00:00
251,"Deschutes County, Oregon",us,43.83251,-121.2616541,101,0.0,,2020-05-19 19:45:20.115934+00:00
252,"Montgomery County, Pennsylvania",us,40.2290075,-75.3878525,6012,556.0,,2020-05-19 19:45:20.115934+00:00
253,Antônio Carlos,br,-27.5179042,-48.7684179,18,4.0,,2020-05-19 19:47:42.929440+00:00
